product_name,quantity,price_at_purchase,created_at
PROD1,1.0,395500,2024-01-02
PROD2,24.0,65700,2024-01-02
PROD3,1.0,765500,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD5,1.0,332500,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD6,1.0,750000,2024-01-02
PROD7,1.0,87500,2024-01-02
PROD8,2.0,664600,2024-01-02
PROD4,4.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD12,1.0,25850,2024-01-02
PROD13,1.0,370000,2024-01-02
PROD14,1.0,365000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD15,1.0,369500,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD5,1.0,332500,2024-01-02
PROD16,1.0,57750,2024-01-02
PROD17,1.0,1227000,2024-01-02
PROD18,1.0,790000,2024-01-02
PROD3,1.0,770500,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD19,1.0,537800,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD22,1.0,940500,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD23,1.0,882000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD2,6.0,65700,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD24,1.0,311500,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,2.0,130000,2024-01-02
PROD14,1.0,365000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD14,1.0,365000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD25,1.0,406000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD3,1.0,765500,2024-01-02
PROD26,1.0,14335,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD27,1.0,360000,2024-01-02
PROD9,2.0,130000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD17,1.0,1222000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD28,1.0,49500,2024-01-02
PROD2,5.0,65700,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD25,1.0,406000,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD15,1.0,369500,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD31,1.0,543888,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD4,2.0,185000,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD32,1.0,240000,2024-01-02
PROD33,1.0,281800,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD34,1.0,440000,2024-01-02
PROD35,1.0,162500,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD2,2.0,65700,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD12,2.0,25850,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD9,2.0,130000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD36,1.0,254500,2024-01-02
PROD2,1.0,65700,2024-01-02
PROD37,1.0,57500,2024-01-02
PROD38,1.0,42395,2024-01-02
PROD39,1.0,300000,2024-01-02
PROD40,1.0,257000,2024-01-02
PROD41,1.0,279300,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD42,1.0,48500,2024-01-02
PROD4,4.0,185000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD12,1.0,25850,2024-01-02
PROD43,1.0,24750,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD15,1.0,369500,2024-01-02
PROD44,1.0,358000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD19,1.0,537800,2024-01-02
PROD4,1.0,190000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD42,1.0,48500,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD45,1.0,519000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD42,2.0,48500,2024-01-02
PROD33,1.0,281800,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD19,1.0,537800,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD34,1.0,440000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD15,1.0,369500,2024-01-02
PROD46,1.0,18975,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD2,1.0,65700,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD39,1.0,300000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD47,1.0,365000,2024-01-02
PROD5,1.0,332500,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD48,1.0,1538000,2024-01-02
PROD49,1.0,1187440,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD5,1.0,332500,2024-01-02
PROD12,1.0,25850,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD50,5.0,239500,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD51,1.0,303500,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD44,1.0,358000,2024-01-02
PROD14,1.0,365000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD4,2.0,185000,2024-01-02
PROD20,1.0,302600,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD17,1.0,1222000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD42,1.0,48500,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD52,1.0,1159000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD20,1.0,297600,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD53,1.0,28875,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD54,1.0,39050,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD34,1.0,440000,2024-01-02
PROD9,2.0,130000,2024-01-02
PROD39,1.0,300000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD2,1.0,65700,2024-01-02
PROD55,1.0,1385000,2024-01-02
PROD56,1.0,86620,2024-01-02
PROD27,1.0,360000,2024-01-02
PROD52,1.0,1159000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD9,2.0,130000,2024-01-02
PROD57,1.0,2750,2024-01-02
PROD15,1.0,369500,2024-01-02
PROD47,1.0,365000,2024-01-02
PROD42,1.0,48500,2024-01-02
PROD42,1.0,48500,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD58,2.0,195000,2024-01-02
PROD51,1.0,308500,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD34,1.0,440000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,2.0,130000,2024-01-02
PROD59,1.0,299500,2024-01-02
PROD7,1.0,87500,2024-01-02
PROD30,1.0,356000,2024-01-02
PROD11,1.0,258000,2024-01-02
PROD7,1.0,162500,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD61,1.0,336000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD14,1.0,365000,2024-01-02
PROD14,1.0,365000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD62,1.0,1233800,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD4,8.0,185000,2024-01-02
PROD29,1.0,249500,2024-01-02
PROD1,1.0,395500,2024-01-02
PROD35,1.0,162500,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD11,2.0,258000,2024-01-02
PROD63,1.0,263000,2024-01-02
PROD64,1.0,249500,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD44,1.0,358000,2024-01-02
PROD4,1.0,185000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD21,1.0,236800,2024-01-02
PROD5,1.0,332500,2024-01-02
PROD9,1.0,130000,2024-01-02
PROD2,3.0,65700,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD10,1.0,340000,2024-01-02
PROD4,2.0,180000,2024-01-02
PROD10,1.0,340000,2024-01-03
PROD14,1.0,365000,2024-01-03
PROD19,1.0,537800,2024-01-03
PROD20,1.0,303500,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD34,1.0,440000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD44,1.0,358000,2024-01-03
PROD51,1.0,303500,2024-01-03
PROD4,1.0,185000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD9,4.0,130000,2024-01-03
PROD35,4.0,162500,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD11,1.0,258000,2024-01-03
PROD30,1.0,356000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD71,1.0,2024-01-03-00:00:00,2024-01-03
PROD30,1.0,356000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD33,1.0,281800,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD4,2.0,185000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD21,1.0,236800,2024-01-03
PROD33,1.0,281800,2024-01-03
PROD35,1.0,162500,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD35,3.0,162500,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD64,1.0,249500,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD4,1.0,185000,2024-01-03
PROD5,1.0,332500,2024-01-03
PROD4,1.0,185000,2024-01-03
PROD57,15.0,2750,2024-01-03
PROD59,1.0,299500,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD25,1.0,406000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD65,10.0,1320,2024-01-03
PROD46,1.0,18975,2024-01-03
PROD1,1.0,395500,2024-01-03
PROD57,5.0,2750,2024-01-03
PROD20,1.0,297600,2024-01-03
PROD66,1.0,30600,2024-01-03
PROD67,1.0,30600,2024-01-03
PROD68,1.0,17600,2024-01-03
PROD46,1.0,18975,2024-01-03
PROD69,1.0,57200,2024-01-03
PROD28,1.0,49500,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD35,1.0,162500,2024-01-03
PROD35,1.0,162500,2024-01-03
PROD35,1.0,162500,2024-01-03
PROD35,1.0,162500,2024-01-03
PROD4,1.0,185000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD10,1.0,340000,2024-01-03
PROD9,1.0,130000,2024-01-03
PROD2,2.0,65700,2024-01-03
PROD57,1.0,2750,2024-01-03
PROD11,1.0,257000,2024-01-03
PROD29,1.0,249500,2024-01-03
PROD51,1.0,303500,2024-01-03
PROD15,1.0,369500,2024-01-03
PROD52,1.0,1169000,2024-01-03
PROD30,1.0,356000,2024-01-03
PROD44,1.0,358000,2024-01-03
PROD1,1.0,395500,2024-01-03
PROD50,1.0,242000,2024-01-03
PROD19,1.0,537800,2024-01-03
PROD72,1.0,2024-01-03-00:00:00,2024-01-03
PROD21,1.0,236800,2024-01-03
PROD16,1.0,57750,2024-01-04
PROD9,6.0,130000,2024-01-04
PROD70,1.0,816500,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD4,1.0,185000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD4,2.0,185000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD70,1.0,816500,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD20,1.0,303500,2024-01-04
PROD29,1.0,249500,2024-01-04
PROD21,1.0,236800,2024-01-04
PROD20,1.0,303500,2024-01-04
PROD21,1.0,236800,2024-01-04
PROD71,1.0,406000,2024-01-04
PROD33,1.0,281800,2024-01-04
PROD57,5.0,2750,2024-01-04
PROD15,1.0,369500,2024-01-04
PROD39,1.0,300000,2024-01-04
PROD64,1.0,249500,2024-01-04
PROD64,1.0,249500,2024-01-04
PROD19,1.0,537800,2024-01-04
PROD72,1.0,759500,2024-01-04
PROD56,1.0,86620,2024-01-04
PROD73,1.0,215000,2024-01-04
PROD29,1.0,249500,2024-01-04
PROD17,1.0,1222000,2024-01-04
PROD30,1.0,356000,2024-01-04
PROD35,1.0,162500,2024-01-04
PROD9,3.0,130000,2024-01-04
PROD1,1.0,395500,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD20,1.0,303500,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD4,2.0,185000,2024-01-04
PROD74,1.0,16500,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD19,1.0,537800,2024-01-04
PROD29,1.0,249500,2024-01-04
PROD11,1.0,257000,2024-01-04
PROD5,1.0,332500,2024-01-04
PROD11,1.0,257000,2024-01-04
PROD20,1.0,303500,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD1,1.0,395500,2024-01-04
PROD19,1.0,537800,2024-01-04
PROD4,1.0,185000,2024-01-04
PROD1,1.0,395500,2024-01-04
PROD1,1.0,395500,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD4,1.0,185000,2024-01-04
PROD9,3.0,130000,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD1,1.0,395500,2024-01-04
PROD20,1.0,303500,2024-01-04
PROD11,1.0,257000,2024-01-04
PROD9,1.0,130000,2024-01-04
PROD10,1.0,340000,2024-01-04
PROD2,3.0,65700,2024-01-04
PROD75,1.0,11090000,2024-01-04
PROD57,2.0,2750,2024-01-04
PROD27,1.0,360000,2024-01-04
PROD76,1.0,34925,2024-01-04
PROD77,1.0,80215,2024-01-04
PROD54,1.0,39050,2024-01-04
PROD10,1.0,340000,2024-01-05
PROD3,1.0,765500,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD20,1.0,303500,2024-01-05
PROD29,1.0,249500,2024-01-05
PROD20,1.0,303500,2024-01-05
PROD29,1.0,249500,2024-01-05
PROD29,1.0,249500,2024-01-05
PROD78,1.0,670000,2024-01-05
PROD15,1.0,369500,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD35,1.0,162500,2024-01-05
PROD4,1.0,185000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD4,1.0,185000,2024-01-05
PROD35,1.0,162500,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD35,1.0,162500,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD4,1.0,185000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,5.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD64,1.0,249500,2024-01-05
PROD64,1.0,249500,2024-01-05
PROD79,1.0,325000,2024-01-05
PROD51,1.0,303500,2024-01-05
PROD1,1.0,395500,2024-01-05
PROD21,1.0,236800,2024-01-05
PROD19,1.0,537800,2024-01-05
PROD25,1.0,406000,2024-01-05
PROD20,1.0,303500,2024-01-05
PROD21,1.0,236800,2024-01-05
PROD34,1.0,440000,2024-01-05
PROD5,1.0,332500,2024-01-05
PROD11,1.0,257000,2024-01-05
PROD19,1.0,537800,2024-01-05
PROD11,1.0,257000,2024-01-05
PROD11,1.0,257000,2024-01-05
PROD21,1.0,236800,2024-01-05
PROD80,1.0,64965,2024-01-05
PROD2,1.0,65700,2024-01-05
PROD51,1.0,303500,2024-01-05
PROD16,1.0,57750,2024-01-05
PROD1,1.0,395500,2024-01-05
PROD28,1.0,49500,2024-01-05
PROD16,1.0,57750,2024-01-05
PROD3,1.0,765500,2024-01-05
PROD1,1.0,395500,2024-01-05
PROD44,1.0,358000,2024-01-05
PROD24,1.0,311500,2024-01-05
PROD11,1.0,257000,2024-01-05
PROD39,1.0,300000,2024-01-05
PROD44,1.0,358000,2024-01-05
PROD36,1.0,254500,2024-01-05
PROD28,1.0,49500,2024-01-05
PROD29,1.0,249500,2024-01-05
PROD20,1.0,303500,2024-01-05
PROD1,1.0,395500,2024-01-05
PROD52,1.0,1159000,2024-01-05
PROD21,1.0,236800,2024-01-05
PROD10,1.0,340000,2024-01-05
PROD1,1.0,395500,2024-01-05
PROD9,1.0,130000,2024-01-05
PROD81,7.0,9000,2024-01-05
PROD82,7.0,11300,2024-01-05
PROD83,7.0,12800,2024-01-05
PROD84,10.0,38000,2024-01-05
PROD72,1.0,759500,2024-01-05
PROD25,1.0,406000,2024-01-05
PROD19,1.0,537800,2024-01-05
PROD85,1.0,925000,2024-01-05
PROD86,1.0,791000,2024-01-05
PROD4,4.0,185000,2024-01-05
PROD22,1.0,940500,2024-01-05
PROD10,1.0,340000,2024-01-06
PROD1,1.0,395500,2024-01-06
PROD87,1.0,403000,2024-01-06
PROD52,1.0,1159000,2024-01-06
PROD88,1.0,571000,2024-01-06
PROD1,1.0,395500,2024-01-06
PROD51,1.0,303500,2024-01-06
PROD11,1.0,257000,2024-01-06
PROD61,1.0,336000,2024-01-06
PROD33,1.0,281800,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD2,2.0,65700,2024-01-06
PROD3,1.0,765500,2024-01-06
PROD52,1.0,1159000,2024-01-06
PROD64,1.0,249500,2024-01-06
PROD21,1.0,236800,2024-01-06
PROD44,1.0,358000,2024-01-06
PROD21,1.0,236800,2024-01-06
PROD20,1.0,303500,2024-01-06
PROD33,1.0,281800,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD51,1.0,303500,2024-01-06
PROD52,1.0,1159000,2024-01-06
PROD35,1.0,162500,2024-01-06
PROD34,1.0,440000,2024-01-06
PROD13,1.0,370000,2024-01-06
PROD21,1.0,236800,2024-01-06
PROD4,2.0,185000,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD71,1.0,2024-01-06-00:00:00,2024-01-06
PROD11,2.0,257000,2024-01-06
PROD3,1.0,765500,2024-01-06
PROD21,1.0,236800,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD89,1.0,440000,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD20,1.0,303500,2024-01-06
PROD6,1.0,750000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD3,1.0,770500,2024-01-06
PROD4,1.0,185000,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD1,1.0,395500,2024-01-06
PROD11,1.0,257000,2024-01-06
PROD21,1.0,236800,2024-01-06
PROD59,1.0,299500,2024-01-06
PROD3,1.0,765500,2024-01-06
PROD54,1.0,39050,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD89,1.0,440000,2024-01-06
PROD10,2.0,340000,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD11,1.0,257000,2024-01-06
PROD1,1.0,395500,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD29,1.0,249500,2024-01-06
PROD19,1.0,537800,2024-01-06
PROD9,1.0,130000,2024-01-06
PROD21,1.0,236800,2024-01-06
PROD10,1.0,340000,2024-01-06
PROD20,1.0,303500,2024-01-06
PROD1,1.0,395500,2024-01-06
PROD3,1.0,765500,2024-01-08
PROD3,1.0,765500,2024-01-08
PROD1,1.0,395500,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD1,1.0,395500,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD57,1.0,2750,2024-01-08
PROD20,1.0,303500,2024-01-08
PROD71,1.0,2024-01-08-00:00:00,2024-01-08
PROD90,1.0,101160,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD20,1.0,303500,2024-01-08
PROD11,1.0,257000,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD79,10.0,325000,2024-01-08
PROD2,12.0,65700,2024-01-08
PROD42,12.0,48500,2024-01-08
PROD50,1.0,242000,2024-01-08
PROD91,24.0,10500,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD39,1.0,300000,2024-01-08
PROD71,1.0,2024-01-08-00:00:00,2024-01-08
PROD32,13.0,240000,2024-01-08
PROD4,1.0,185000,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD92,4.0,155375,2024-01-08
PROD3,1.0,765500,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD89,1.0,445000,2024-01-08
PROD11,1.0,257000,2024-01-08
PROD2,2.0,65700,2024-01-08
PROD93,1.0,500000,2024-01-08
PROD71,1.0,2024-01-08-00:00:00,2024-01-08
PROD35,1.0,162500,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD20,1.0,303500,2024-01-08
PROD19,1.0,537800,2024-01-08
PROD34,1.0,440000,2024-01-08
PROD94,1.0,34450,2024-01-08
PROD15,1.0,369500,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD29,1.0,249500,2024-01-08
PROD95,1.0,975000,2024-01-08
PROD20,1.0,303500,2024-01-08
PROD96,1.0,31100,2024-01-08
PROD28,1.0,54500,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD33,1.0,281800,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD97,1.0,217000,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD35,1.0,162500,2024-01-08
PROD42,5.0,48500,2024-01-08
PROD10,1.0,345000,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD89,1.0,440000,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD11,1.0,257000,2024-01-08
PROD20,1.0,303500,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD24,1.0,311500,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD1,1.0,395500,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD19,1.0,537800,2024-01-08
PROD39,1.0,300000,2024-01-08
PROD3,1.0,765500,2024-01-08
PROD15,1.0,369500,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD44,1.0,358000,2024-01-08
PROD29,1.0,249500,2024-01-08
PROD71,1.0,2024-01-08-00:00:00,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD51,1.0,303500,2024-01-08
PROD4,1.0,185000,2024-01-08
PROD98,3.0,69500,2024-01-08
PROD9,2.0,130000,2024-01-08
PROD1,1.0,395500,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD35,1.0,162500,2024-01-08
PROD50,2.0,242000,2024-01-08
PROD10,1.0,340000,2024-01-08
PROD1,1.0,395500,2024-01-08
PROD9,1.0,130000,2024-01-08
PROD36,1.0,254500,2024-01-08
PROD21,1.0,236800,2024-01-08
PROD99,1.0,4415500,2024-01-08
PROD21,1.0,236800,2024-01-08
